username_author,link_username_author,link_content_comment
Anni (Tsun Wai) L,https://www.tripadvisor.com.vn/Profile/annitsunwail,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d10815710-r653704488-Hanoi_Trendy_Hotel_Spa-Hanoi.html
Nick W,https://www.tripadvisor.com.vn/Profile/SlimWadey,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d10815710-r653693919-Hanoi_Trendy_Hotel_Spa-Hanoi.html
Marielle,https://www.tripadvisor.com.vn/Profile/Mariellearman,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d10815710-r653632798-Hanoi_Trendy_Hotel_Spa-Hanoi.html
Hanh H,https://www.tripadvisor.com.vn/Profile/hanhh2019,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r644986491-Golden_Sun_Suites_Hotel-Hanoi.html
Johno,https://www.tripadvisor.com.vn/Profile/thedevilx,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r654624969-Golden_Sun_Suites_Hotel-Hanoi.html
Michelle M,https://www.tripadvisor.com.vn/Profile/I7867DVmichellem,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r650953709-Golden_Sun_Suites_Hotel-Hanoi.html
Kathy S,https://www.tripadvisor.com.vn/Profile/Q1829GAkathys,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r650715046-Golden_Sun_Suites_Hotel-Hanoi.html
Shashank,https://www.tripadvisor.com.vn/Profile/shanky42,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r650454604-Golden_Sun_Suites_Hotel-Hanoi.html
Ngô T,https://www.tripadvisor.com.vn/Profile/Experience699323,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1224737-r465969786-Hanoi_La_Siesta_Diamond_Hotel_Spa-Hanoi.html
Nguyễn Hồng L,https://www.tripadvisor.com.vn/Profile/BackPacker671879,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1224737-r433609932-Hanoi_La_Siesta_Diamond_Hotel_Spa-Hanoi.html
dickiesgirl118,https://www.tripadvisor.com.vn/Profile/dickiesgirl118,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1224737-r650273259-Hanoi_La_Siesta_Diamond_Hotel_Spa-Hanoi.html
Pamchic,https://www.tripadvisor.com.vn/Profile/Pamchic,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1224737-r649844764-Hanoi_La_Siesta_Diamond_Hotel_Spa-Hanoi.html
Claudenat,https://www.tripadvisor.com.vn/Profile/Claudenat,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1224737-r649261265-Hanoi_La_Siesta_Diamond_Hotel_Spa-Hanoi.html
TRAVLINCOP,https://www.tripadvisor.com.vn/Profile/TRAVLINCOP,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d3320127-r654209035-Serene_Boutique_Hotel_Spa-Hanoi.html
Scrumps_10,https://www.tripadvisor.com.vn/Profile/Scrumps_10,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d3320127-r654150104-Serene_Boutique_Hotel_Spa-Hanoi.html
Jane W,https://www.tripadvisor.com.vn/Profile/C8412LTdavidw,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d3320127-r650873492-Serene_Boutique_Hotel_Spa-Hanoi.html
JackSiew,https://www.tripadvisor.com.vn/Profile/JackSiew,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d3320127-r650851462-Serene_Boutique_Hotel_Spa-Hanoi.html
Abi A,https://www.tripadvisor.com.vn/Profile/173abia,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d3320127-r650828441-Serene_Boutique_Hotel_Spa-Hanoi.html
Trà My,https://www.tripadvisor.com.vn/Profile/Tramy279,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d299548-r663665685-Sofitel_Legend_Metropole_Hanoi-Hanoi.html
Phong Thu V,https://www.tripadvisor.com.vn/Profile/PhongThuV,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d299548-r645761858-Sofitel_Legend_Metropole_Hanoi-Hanoi.html
